report_id,report_type,site,activity,report_text,language,sif_potential,life_saving_rule
V4-02376,Near Miss,Utility Section,crane operation,"at the start of the work period, at Loading Terminal, During a planned work activity involving crane operation, personnel remained inside the exclusion zone while the load was being moved. The observation was reported to the site team.",English,YES,Line of Fire
V4-01804,Unsafe Condition,Refinery Area A,tank cleaning,"at the start of the work period, at Maintenance Workshop, Work involving tank cleaning was observed. At the time, cleaning began after the required entry controls had been verified. The condition was discussed with the crew.",English,NO,Confined Space
V4-02555,Near Miss,Compressor Station 2,crane operation,"during routine field activity, at Refinery Area A, Work involving crane operation was observed. At the time, workers remained outside the suspended-load area while it was moving. The work area was subsequently reviewed.",English,NO,Line of Fire
V4-02978,Safety Observation,Maintenance Workshop,vehicle movement,"at the start of the work period, at Pipeline Station 3, An observation during vehicle movement found that the vehicle moved after pedestrians had cleared the affected area. The observation was reported to the site team.",English,NO,Line of Fire
V4-01871,Unsafe Condition,Utility Section,tank cleaning,"At Refinery Area A, The report relates to tank cleaning. At the time of the observation, the crew entered after confirmation of the required standby arrangement. The work area was subsequently reviewed.",English,NO,Confined Space
V4-00648,Near Miss,Process Unit,pump maintenance,"while preparing the work area, at Utility Section, The crew was engaged in pump maintenance; the equipment was opened only after the isolation status was confirmed. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-00640,Near Miss,Tank Farm,pump maintenance,"during routine field activity, at Refinery Area A, The crew was engaged in pump maintenance; the crew started work after the energy source had been verified as isolated. The observation was reported to the site team.",English,NO,Energy Isolation
V4-01067,Near Miss,Compressor Station 2,tank cleaning,"during routine field activity, at Production Area B, The report relates to tank cleaning. At the time of the observation, tank entry proceeded while the communication arrangement remained unavailable. The work area was subsequently reviewed.",English,YES,Confined Space
V4-00200,Near Miss,Pipeline Station 3,pipeline maintenance,"during the morning shift, at Refinery Area A, During pipeline maintenance, it was observed that the isolation status had not been confirmed when the crew began work.",English,YES,Energy Isolation
V4-02388,Safety Observation,Compressor Station 2,vehicle movement,"during the morning shift, at Production Area B, Work involving vehicle movement was observed. At the time, vehicle movement continued without effective separation from a pedestrian. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-03176,Near Miss,Tank Farm,cutting,"during routine field activity, at Gas Processing Unit, A field observation was recorded during cutting: cutting began before the required hot-work precautions were confirmed. The observation was reported to the site team.",English,YES,Hot Work
V4-01523,Near Miss,Utility Section,vessel inspection,"at the start of the work period, at Process Unit, While vessel inspection was underway, the crew entered the vessel after the required atmospheric checks were completed. The work area was subsequently reviewed.",English,NO,Confined Space
V4-01100,Unsafe Condition,Pipeline Station 3,tank cleaning,"At Pipeline Station 3, The report relates to tank cleaning. At the time of the observation, tank entry proceeded while the communication arrangement remained unavailable. The observation was reported to the site team.",English,YES,Confined Space
V4-02804,Safety Observation,Refinery Area A,vehicle movement,"while preparing the work area, at Refinery Area A, Work involving vehicle movement was observed. At the time, the vehicle moved after pedestrians had cleared the affected area. The work area was subsequently reviewed.",English,NO,Line of Fire
V4-00392,Near Miss,Production Area B,pump maintenance,"during the afternoon shift, at Loading Terminal, While pump maintenance was underway, the pump was approached before its energy isolation had been verified. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-01037,Safety Observation,Gas Processing Unit,tank cleaning,"during the morning shift, at Tank Farm, During tank cleaning, it was observed that cleaning began while the required entry controls were still being verified. The work area was subsequently reviewed.",English,YES,Confined Space
V4-03501,Near Miss,Production Area B,cutting,"At Gas Processing Unit, During cutting, it was observed that cutting began after the required hot-work precautions were confirmed. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-00873,Near Miss,Utility Section,valve maintenance,"during routine field activity, at Refinery Area A, While valve maintenance was underway, the crew began work after confirming the relevant energy isolation. The observation was reported to the site team.",English,NO,Energy Isolation
V4-02820,Safety Observation,Maintenance Workshop,crane operation,"during the morning shift, at Gas Processing Unit, During a planned work activity involving crane operation, personnel stayed outside the load travel area during crane movement. The observation was reported to the site team.",English,NO,Line of Fire
V4-01932,Unsafe Condition,Maintenance Workshop,tank cleaning,"during the afternoon shift, at Tank Farm, The team was carrying out tank cleaning when personnel entered the tank after the atmosphere had been checked.",English,NO,Confined Space
V4-01115,Unsafe Act,Loading Terminal,tank cleaning,"during a planned maintenance window, at Process Unit, During a planned work activity involving tank cleaning, cleaning began while the required entry controls were still being verified. The supervisor reviewed the situation.",English,YES,Confined Space
V4-01206,Safety Observation,Maintenance Workshop,confined-space maintenance,"before the evening shutdown, at Refinery Area A, While confined-space maintenance was underway, work continued after communication with the standby person became unavailable. The condition was discussed with the crew.",English,YES,Confined Space
V4-02454,Unsafe Act,Compressor Station 2,vehicle movement,"At Production Area B, Work involving vehicle movement was observed. At the time, vehicle movement continued without effective separation from a pedestrian.",English,YES,Line of Fire
V4-01231,Unsafe Act,Compressor Station 2,tank cleaning,"during the afternoon shift, at Production Area B, The team was carrying out tank cleaning when tank entry proceeded while the communication arrangement remained unavailable. The observation was reported to the site team.",English,YES,Confined Space
V4-03639,Near Miss,Utility Section,cutting,"during routine field activity, at Production Area B, Work involving cutting was observed. At the time, cutting began after the required hot-work precautions were confirmed. The work area was subsequently reviewed.",English,NO,Hot Work
V4-01365,Unsafe Condition,Production Area B,tank cleaning,"during a planned maintenance window, at Gas Processing Unit, The team was carrying out tank cleaning when cleaning began while the required entry controls were still being verified. The observation was reported to the site team.",English,YES,Confined Space
V4-02779,Near Miss,Production Area B,crane operation,"At Refinery Area A, During the work period, workers remained outside the suspended-load area while it was moving while the crew was engaged in crane operation.",English,NO,Line of Fire
V4-03996,Safety Observation,Process Unit,grinding,"at the start of the work period, at Loading Terminal, Work involving grinding was observed. At the time, the grinding activity continued after the required controls were verified. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-00726,Safety Observation,Utility Section,valve maintenance,"during the afternoon shift, at Pipeline Station 3, An observation during valve maintenance found that the crew began work after confirming the relevant energy isolation. The observation was reported to the site team.",English,NO,Energy Isolation
V4-03930,Safety Observation,Loading Terminal,grinding,"At Refinery Area A, Work involving grinding was observed. At the time, grinding started after the required protection had been confirmed. The work area was subsequently reviewed.",English,NO,Hot Work
V4-03931,Unsafe Condition,Process Unit,cutting,"during a planned maintenance window, at Compressor Station 2, The team was carrying out cutting when the crew started cutting after authorization for the activity was confirmed. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-02098,Unsafe Condition,Gas Processing Unit,lifting operation,"at the start of the work period, at Gas Processing Unit, During the work period, the lifting activity continued while the exclusion zone was incomplete while the crew was engaged in lifting operation. The observation was reported to the site team.",English,YES,Line of Fire
V4-01199,Unsafe Act,Utility Section,vessel inspection,"at the start of the work period, at Process Unit, While vessel inspection was underway, entry began while the required gas test was still pending. The supervisor reviewed the situation.",English,YES,Confined Space
V4-02481,Unsafe Act,Process Unit,lifting operation,"while preparing the work area, at Loading Terminal, The crew was engaged in lifting operation; personnel remained close to the load movement path during lifting. The observation was reported to the site team.",English,YES,Line of Fire
V4-01151,Unsafe Act,Refinery Area A,vessel inspection,"while preparing the work area, at Utility Section, The report relates to vessel inspection. At the time of the observation, entry began while the required gas test was still pending. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-00280,Unsafe Condition,Tank Farm,pump maintenance,"during routine field activity, at Production Area B, The team was carrying out pump maintenance when the crew started work although the energy source remained unverified. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-00824,Unsafe Act,Production Area B,pump maintenance,"at the start of the work period, at Loading Terminal, The crew was engaged in pump maintenance; the equipment was opened only after the isolation status was confirmed. The observation was reported to the site team.",English,NO,Energy Isolation
V4-01334,Near Miss,Gas Processing Unit,confined-space maintenance,"while preparing the work area, at Production Area B, During a planned work activity involving confined-space maintenance, work continued after communication with the standby person became unavailable. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-03202,Near Miss,Compressor Station 2,cutting,"before the evening shutdown, at Pipeline Station 3, The report relates to cutting. At the time of the observation, the crew started cutting before authorization for the activity was confirmed. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-02486,Near Miss,Refinery Area A,lifting operation,"At Utility Section, An observation during lifting operation found that the load was moved while the affected area had not been fully cleared. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-00988,Safety Observation,Compressor Station 2,pipeline maintenance,"during routine field activity, at Refinery Area A, An observation during pipeline maintenance found that the line was opened only after zero-energy conditions had been verified. The condition was discussed with the crew.",English,NO,Energy Isolation
V4-01982,Unsafe Act,Refinery Area A,vessel inspection,"during the afternoon shift, at Maintenance Workshop, During a planned work activity involving vessel inspection, entry began only after the required gas test was completed. The condition was discussed with the crew.",English,NO,Confined Space
V4-03009,Safety Observation,Loading Terminal,cutting,"while preparing the work area, at Process Unit, Work involving cutting was observed. At the time, cutting began before the required hot-work precautions were confirmed. The condition was discussed with the crew.",English,YES,Hot Work
V4-02044,Safety Observation,Maintenance Workshop,vehicle movement,"while preparing the work area, at Gas Processing Unit, During the work period, the vehicle moved while a pedestrian was inside the affected area while the crew was engaged in vehicle movement.",English,YES,Line of Fire
V4-01258,Near Miss,Loading Terminal,tank cleaning,"while preparing the work area, at Maintenance Workshop, An observation during tank cleaning found that personnel entered the tank before the atmosphere had been checked. The condition was discussed with the crew.",English,YES,Confined Space
V4-00775,Near Miss,Production Area B,pump maintenance,"while preparing the work area, at Compressor Station 2, A field observation was recorded during pump maintenance: the equipment was opened only after the isolation status was confirmed.",English,NO,Energy Isolation
V4-03008,Safety Observation,Production Area B,grinding,"during the morning shift, at Process Unit, While grinding was underway, grinding started while personnel remained exposed to the work area without the required protection. The condition was discussed with the crew.",English,YES,Hot Work
V4-03916,Safety Observation,Utility Section,cutting,"during the afternoon shift, at Utility Section, The team was carrying out cutting when cutting continued after personnel had moved outside the affected area. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-03999,Near Miss,Refinery Area A,grinding,"at the start of the work period, at Compressor Station 2, An observation during grinding found that the crew began grinding after the work area had been adequately controlled. The observation was reported to the site team.",English,NO,Hot Work
V4-00522,Safety Observation,Gas Processing Unit,pump maintenance,"during the morning shift, at Loading Terminal, The report relates to pump maintenance. At the time of the observation, the equipment was opened only after the isolation status was confirmed. The condition was discussed with the crew.",English,NO,Energy Isolation
V4-02807,Unsafe Condition,Gas Processing Unit,crane operation,"At Loading Terminal, During the work period, the suspended load was moved only after workers had cleared its potential path while the crew was engaged in crane operation.",English,NO,Line of Fire
V4-01143,Unsafe Condition,Loading Terminal,vessel inspection,"during the afternoon shift, at Production Area B, A field observation was recorded during vessel inspection: entry began while the required gas test was still pending. The observation was reported to the site team.",English,YES,Confined Space
V4-03867,Unsafe Act,Loading Terminal,welding,"during the afternoon shift, at Compressor Station 2, During welding, it was observed that welding began after the required gas test had been completed.",English,NO,Hot Work
V4-03134,Safety Observation,Production Area B,welding,"while preparing the work area, at Loading Terminal, The report relates to welding. At the time of the observation, the crew began welding while the required authorization remained unconfirmed. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-03299,Unsafe Act,Process Unit,welding,"during the morning shift, at Gas Processing Unit, During the work period, the crew began welding while the required authorization remained unconfirmed while the crew was engaged in welding. The condition was discussed with the crew.",English,YES,Hot Work
V4-03172,Safety Observation,Maintenance Workshop,welding,"at the start of the work period, at Maintenance Workshop, An observation during welding found that welding began before the required gas test had been completed.",English,YES,Hot Work
V4-00528,Near Miss,Compressor Station 2,pump maintenance,"before the evening shutdown, at Compressor Station 2, The report relates to pump maintenance. At the time of the observation, the crew started work after the energy source had been verified as isolated. The observation was reported to the site team.",English,NO,Energy Isolation
V4-02067,Safety Observation,Loading Terminal,lifting operation,"during the afternoon shift, at Gas Processing Unit, The team was carrying out lifting operation when the lifting activity continued while the exclusion zone was incomplete. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-01047,Unsafe Act,Compressor Station 2,confined-space maintenance,"before the evening shutdown, at Loading Terminal, While confined-space maintenance was underway, the crew entered while atmospheric conditions remained unchecked. The observation was reported to the site team.",English,YES,Confined Space
V4-00585,Near Miss,Maintenance Workshop,pump maintenance,"during the afternoon shift, at Compressor Station 2, The report relates to pump maintenance. At the time of the observation, maintenance began after the isolation points had been confirmed. The observation was reported to the site team.",English,NO,Energy Isolation
V4-02953,Unsafe Condition,Process Unit,vehicle movement,"At Tank Farm, During a planned work activity involving vehicle movement, pedestrians remained outside the vehicle movement path while the vehicle was reversing. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-03875,Unsafe Act,Loading Terminal,cutting,"during the afternoon shift, at Tank Farm, While cutting was underway, the crew started cutting after authorization for the activity was confirmed. The observation was reported to the site team.",English,NO,Hot Work
V4-01505,Near Miss,Loading Terminal,tank cleaning,"during a planned maintenance window, at Maintenance Workshop, A field observation was recorded during tank cleaning: cleaning began after the required entry controls had been verified. The condition was discussed with the crew.",English,NO,Confined Space
V4-02850,Unsafe Act,Compressor Station 2,vehicle movement,"during a planned maintenance window, at Loading Terminal, During vehicle movement, it was observed that vehicle movement continued with effective separation from pedestrians.",English,NO,Line of Fire
V4-02506,Unsafe Condition,Pipeline Station 3,crane operation,"during routine field activity, at Refinery Area A, During crane operation, it was observed that personnel stayed outside the load travel area during crane movement. The work area was subsequently reviewed.",English,NO,Line of Fire
V4-03138,Unsafe Act,Process Unit,grinding,"while preparing the work area, at Gas Processing Unit, A field observation was recorded during grinding: grinding proceeded while personnel remained within the affected hazard area.",English,YES,Hot Work
V4-02584,Unsafe Act,Maintenance Workshop,lifting operation,"before the evening shutdown, at Production Area B, While lifting operation was underway, the lifting activity continued with the exclusion zone maintained. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-02601,Unsafe Act,Maintenance Workshop,lifting operation,"during a planned maintenance window, at Utility Section, An observation during lifting operation found that the load was moved after the affected area had been fully cleared.",English,NO,Line of Fire
V4-01041,Unsafe Condition,Utility Section,tank cleaning,"At Pipeline Station 3, The crew was engaged in tank cleaning; tank entry proceeded while the communication arrangement remained unavailable. The condition was discussed with the crew.",English,YES,Confined Space
V4-03482,Unsafe Condition,Production Area B,welding,"during the afternoon shift, at Refinery Area A, During a planned work activity involving welding, the crew began welding while the required authorization remained unconfirmed. The supervisor reviewed the situation.",English,YES,Hot Work
V4-00456,Unsafe Act,Refinery Area A,valve maintenance,"At Process Unit, The team was carrying out valve maintenance when the crew began work without confirming the relevant energy isolation. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-02227,Unsafe Act,Compressor Station 2,crane operation,"during routine field activity, at Utility Section, During the work period, a worker remained beneath the suspended load while it was moving while the crew was engaged in crane operation. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-01905,Near Miss,Refinery Area A,confined-space maintenance,"while preparing the work area, at Utility Section, During the work period, the maintenance crew entered after authorization for entry was confirmed while the crew was engaged in confined-space maintenance. The observation was reported to the site team.",English,NO,Confined Space
V4-02257,Safety Observation,Production Area B,lifting operation,"during the morning shift, at Refinery Area A, While lifting operation was underway, the load was moved while the affected area had not been fully cleared.",English,YES,Line of Fire
V4-00500,Unsafe Condition,Loading Terminal,pump maintenance,"during a planned maintenance window, at Compressor Station 2, While pump maintenance was underway, the crew started work although the energy source remained unverified. The observation was reported to the site team.",English,YES,Energy Isolation
V4-03629,Unsafe Act,Compressor Station 2,welding,"At Maintenance Workshop, During the work period, the crew began welding after the required authorization was confirmed while the crew was engaged in welding. The supervisor reviewed the situation.",English,NO,Hot Work
V4-02578,Unsafe Act,Process Unit,lifting operation,"during routine field activity, at Utility Section, Work involving lifting operation was observed. At the time, workers remained outside the area beneath the suspended load. The observation was reported to the site team.",English,NO,Line of Fire
V4-00001,Safety Observation,Process Unit,pipeline maintenance,"during the afternoon shift, at Loading Terminal, During a planned work activity involving pipeline maintenance, the crew approached the line while the required isolation remained unverified. The observation was reported to the site team.",English,YES,Energy Isolation
V4-03708,Unsafe Condition,Refinery Area A,cutting,"before the evening shutdown, at Pipeline Station 3, During cutting, it was observed that the crew started cutting after authorization for the activity was confirmed.",English,NO,Hot Work
V4-01471,Unsafe Condition,Loading Terminal,vessel inspection,"before the evening shutdown, at Refinery Area A, During the work period, a technician entered the vessel before atmospheric testing was completed while the crew was engaged in vessel inspection. The condition was discussed with the crew.",English,YES,Confined Space
V4-01283,Unsafe Condition,Refinery Area A,vessel inspection,"during a planned maintenance window, at Compressor Station 2, The report relates to vessel inspection. At the time of the observation, a technician entered the vessel before atmospheric testing was completed. The work area was subsequently reviewed.",English,YES,Confined Space
V4-03582,Unsafe Condition,Pipeline Station 3,grinding,"At Production Area B, A field observation was recorded during grinding: the crew began grinding after the work area had been adequately controlled. The supervisor reviewed the situation.",English,NO,Hot Work
V4-03715,Unsafe Condition,Process Unit,grinding,"before the evening shutdown, at Compressor Station 2, An observation during grinding found that the crew began grinding after the work area had been adequately controlled. The work area was subsequently reviewed.",English,NO,Hot Work
V4-03238,Safety Observation,Refinery Area A,grinding,"At Refinery Area A, While grinding was underway, the grinding activity continued before the required controls were confirmed.",English,YES,Hot Work
V4-03652,Safety Observation,Production Area B,welding,"during a planned maintenance window, at Maintenance Workshop, The team was carrying out welding when the crew began welding after the required authorization was confirmed.",English,NO,Hot Work
V4-01797,Unsafe Condition,Production Area B,tank cleaning,"during a planned maintenance window, at Compressor Station 2, An observation during tank cleaning found that the crew entered after confirmation of the required standby arrangement. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-03843,Unsafe Act,Utility Section,grinding,"during the afternoon shift, at Utility Section, During grinding, it was observed that the crew began grinding after the work area had been adequately controlled. The work area was subsequently reviewed.",English,NO,Hot Work
V4-03178,Unsafe Condition,Maintenance Workshop,grinding,"at the start of the work period, at Compressor Station 2, The crew was engaged in grinding; the grinding activity continued before the required controls were confirmed.",English,YES,Hot Work
V4-03600,Near Miss,Utility Section,grinding,"At Loading Terminal, A field observation was recorded during grinding: the grinding activity continued after the required controls were verified. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-02799,Safety Observation,Pipeline Station 3,crane operation,"while preparing the work area, at Pipeline Station 3, A field observation was recorded during crane operation: the suspended load was moved only after workers had cleared its potential path. The observation was reported to the site team.",English,NO,Line of Fire
V4-02902,Near Miss,Pipeline Station 3,crane operation,"before the evening shutdown, at Process Unit, During crane operation, it was observed that workers remained outside the suspended-load area while it was moving. The observation was reported to the site team.",English,NO,Line of Fire
V4-02370,Unsafe Condition,Refinery Area A,vehicle movement,"during the afternoon shift, at Tank Farm, The report relates to vehicle movement. At the time of the observation, a worker entered the reversing path before the vehicle movement was completed. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-03205,Near Miss,Process Unit,grinding,"during the afternoon shift, at Utility Section, Work involving grinding was observed. At the time, grinding started while personnel remained exposed to the work area without the required protection. The work area was subsequently reviewed.",English,YES,Hot Work
V4-01892,Near Miss,Compressor Station 2,confined-space maintenance,"during routine field activity, at Refinery Area A, A field observation was recorded during confined-space maintenance: the crew entered after atmospheric conditions had been checked. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-02213,Unsafe Condition,Refinery Area A,vehicle movement,"At Pipeline Station 3, During vehicle movement, it was observed that a pedestrian remained in the vehicle movement path while the vehicle was reversing.",English,YES,Line of Fire
V4-00160,Unsafe Act,Tank Farm,pump maintenance,"At Production Area B, During the work period, the pump was approached before its energy isolation had been verified while the crew was engaged in pump maintenance. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-03080,Unsafe Act,Production Area B,welding,"during the afternoon shift, at Refinery Area A, During welding, it was observed that the welding activity continued while the required hot-work controls were incomplete. The observation was reported to the site team.",English,YES,Hot Work
V4-01099,Near Miss,Production Area B,confined-space maintenance,"during routine field activity, at Loading Terminal, The team was carrying out confined-space maintenance when personnel started the task before the required confined-space controls were verified. The observation was reported to the site team.",English,YES,Confined Space
V4-03921,Near Miss,Utility Section,grinding,"at the start of the work period, at Compressor Station 2, A field observation was recorded during grinding: the grinding activity continued after the required controls were verified. The work area was subsequently reviewed.",English,NO,Hot Work
V4-03649,Near Miss,Gas Processing Unit,welding,"during a planned maintenance window, at Maintenance Workshop, A field observation was recorded during welding: the welding activity continued after the required hot-work controls were verified. The work area was subsequently reviewed.",English,NO,Hot Work
V4-03679,Unsafe Act,Refinery Area A,welding,"at the start of the work period, at Refinery Area A, During a planned work activity involving welding, the crew began welding after the required authorization was confirmed. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-03246,Unsafe Condition,Compressor Station 2,grinding,"before the evening shutdown, at Utility Section, The report relates to grinding. At the time of the observation, grinding proceeded while personnel remained within the affected hazard area. The condition was discussed with the crew.",English,YES,Hot Work
V4-01292,Unsafe Act,Loading Terminal,tank cleaning,"during routine field activity, at Maintenance Workshop, During a planned work activity involving tank cleaning, personnel entered the tank before the atmosphere had been checked. The condition was discussed with the crew.",English,YES,Confined Space
V4-03107,Safety Observation,Tank Farm,cutting,"At Gas Processing Unit, While cutting was underway, cutting continued while personnel remained exposed to the affected area.",English,YES,Hot Work
V4-01195,Unsafe Act,Loading Terminal,vessel inspection,"during a planned maintenance window, at Maintenance Workshop, While vessel inspection was underway, a technician entered the vessel before atmospheric testing was completed. The observation was reported to the site team.",English,YES,Confined Space
V4-00766,Unsafe Act,Production Area B,pump maintenance,"at the start of the work period, at Maintenance Workshop, While pump maintenance was underway, the crew started work after the energy source had been verified as isolated. The work area was subsequently reviewed.",English,NO,Energy Isolation
V4-02539,Unsafe Condition,Production Area B,vehicle movement,"during the morning shift, at Compressor Station 2, The team was carrying out vehicle movement when vehicle movement continued with effective separation from pedestrians. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-01077,Safety Observation,Maintenance Workshop,tank cleaning,"during the morning shift, at Maintenance Workshop, Work involving tank cleaning was observed. At the time, personnel entered the tank before the atmosphere had been checked. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-00263,Unsafe Condition,Production Area B,valve maintenance,"during a planned maintenance window, at Compressor Station 2, While valve maintenance was underway, the valve was opened before the isolation arrangement had been confirmed. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-02403,Unsafe Condition,Gas Processing Unit,crane operation,"during the morning shift, at Utility Section, During a planned work activity involving crane operation, a worker entered the load travel area during crane movement. The observation was reported to the site team.",English,YES,Line of Fire
V4-02118,Unsafe Condition,Utility Section,vehicle movement,"at the start of the work period, at Maintenance Workshop, An observation during vehicle movement found that a pedestrian remained in the vehicle movement path while the vehicle was reversing.",English,YES,Line of Fire
V4-00660,Unsafe Condition,Utility Section,valve maintenance,"during routine field activity, at Gas Processing Unit, Work involving valve maintenance was observed. At the time, the equipment was accessed only after the isolation points were verified. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-03019,Safety Observation,Utility Section,grinding,"during the morning shift, at Maintenance Workshop, The report relates to grinding. At the time of the observation, the crew began grinding while the work area remained inadequately controlled.",English,YES,Hot Work
V4-02165,Unsafe Act,Refinery Area A,lifting operation,"during the morning shift, at Pipeline Station 3, The team was carrying out lifting operation when a worker entered the area beneath the suspended load. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-03427,Near Miss,Compressor Station 2,grinding,"before the evening shutdown, at Pipeline Station 3, Work involving grinding was observed. At the time, the grinding activity continued before the required controls were confirmed. The observation was reported to the site team.",English,YES,Hot Work
V4-00841,Unsafe Act,Pipeline Station 3,pipeline maintenance,"while preparing the work area, at Utility Section, The crew was engaged in pipeline maintenance; the line was opened only after zero-energy conditions had been verified. The observation was reported to the site team.",English,NO,Energy Isolation
V4-01922,Unsafe Act,Production Area B,tank cleaning,"during a planned maintenance window, at Refinery Area A, During tank cleaning, it was observed that cleaning began after the required entry controls had been verified. The supervisor reviewed the situation.",English,NO,Confined Space
V4-01030,Near Miss,Process Unit,tank cleaning,"at the start of the work period, at Gas Processing Unit, The report relates to tank cleaning. At the time of the observation, tank entry proceeded while the communication arrangement remained unavailable. The observation was reported to the site team.",English,YES,Confined Space
V4-03318,Unsafe Act,Tank Farm,cutting,"during a planned maintenance window, at Pipeline Station 3, The crew was engaged in cutting; cutting began before the required hot-work precautions were confirmed. The observation was reported to the site team.",English,YES,Hot Work
V4-02229,Unsafe Act,Process Unit,lifting operation,"during routine field activity, at Production Area B, During the work period, personnel remained close to the load movement path during lifting while the crew was engaged in lifting operation. The observation was reported to the site team.",English,YES,Line of Fire
V4-02233,Safety Observation,Maintenance Workshop,crane operation,"during routine field activity, at Compressor Station 2, The crew was engaged in crane operation; the suspended load was moved while a worker remained in its potential path. The supervisor reviewed the situation.",English,YES,Line of Fire
V4-01392,Unsafe Condition,Maintenance Workshop,vessel inspection,"while preparing the work area, at Pipeline Station 3, A field observation was recorded during vessel inspection: entry began while the required gas test was still pending.",English,YES,Confined Space
V4-01643,Safety Observation,Process Unit,confined-space maintenance,"during a planned maintenance window, at Tank Farm, The crew was engaged in confined-space maintenance; the crew entered after atmospheric conditions had been checked. The observation was reported to the site team.",English,NO,Confined Space
V4-00053,Near Miss,Process Unit,valve maintenance,"before the evening shutdown, at Loading Terminal, During valve maintenance, it was observed that the valve was opened before the isolation arrangement had been confirmed.",English,YES,Energy Isolation
V4-00531,Unsafe Act,Compressor Station 2,pipeline maintenance,"during a planned maintenance window, at Production Area B, While pipeline maintenance was underway, the isolation status had been confirmed before the crew began work. The condition was discussed with the crew.",English,NO,Energy Isolation
V4-00601,Unsafe Condition,Gas Processing Unit,pump maintenance,"At Compressor Station 2, An observation during pump maintenance found that the equipment was opened only after the isolation status was confirmed. The observation was reported to the site team.",English,NO,Energy Isolation
V4-02752,Safety Observation,Tank Farm,lifting operation,"during the afternoon shift, at Gas Processing Unit, During lifting operation, it was observed that the load was moved after the affected area had been fully cleared. The condition was discussed with the crew.",English,NO,Line of Fire
V4-03897,Safety Observation,Loading Terminal,cutting,"during the morning shift, at Refinery Area A, During the work period, cutting began after the required hot-work precautions were confirmed while the crew was engaged in cutting. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-03256,Unsafe Condition,Refinery Area A,grinding,"during the afternoon shift, at Pipeline Station 3, The crew was engaged in grinding; grinding started while personnel remained exposed to the work area without the required protection. The condition was discussed with the crew.",English,YES,Hot Work
V4-00369,Unsafe Condition,Utility Section,pump maintenance,"while preparing the work area, at Utility Section, During a planned work activity involving pump maintenance, the pump was approached before its energy isolation had been verified. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-00266,Unsafe Condition,Refinery Area A,pump maintenance,"during routine field activity, at Process Unit, An observation during pump maintenance found that the pump was approached before its energy isolation had been verified. The observation was reported to the site team.",English,YES,Energy Isolation
V4-03614,Unsafe Condition,Compressor Station 2,welding,"at the start of the work period, at Utility Section, During a planned work activity involving welding, welding began after the required gas test had been completed. The activity was brought to the attention of the supervisor.",English,NO,Hot Work
V4-00052,Near Miss,Pipeline Station 3,valve maintenance,"during routine field activity, at Tank Farm, The team was carrying out valve maintenance when maintenance proceeded while the isolation status was still uncertain. The activity was brought to the attention of the supervisor.",English,YES,Energy Isolation
V4-03589,Near Miss,Loading Terminal,cutting,"At Refinery Area A, During a planned work activity involving cutting, cutting continued after personnel had moved outside the affected area. The condition was discussed with the crew.",English,NO,Hot Work
V4-02803,Near Miss,Process Unit,vehicle movement,"at the start of the work period, at Refinery Area A, An observation during vehicle movement found that pedestrians remained outside the vehicle movement path while the vehicle was reversing. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-02564,Unsafe Act,Tank Farm,lifting operation,"during a planned maintenance window, at Gas Processing Unit, The report relates to lifting operation. At the time of the observation, the lifting activity continued with the exclusion zone maintained.",English,NO,Line of Fire
V4-03617,Near Miss,Production Area B,welding,"during routine field activity, at Utility Section, The report relates to welding. At the time of the observation, welding started after the work area had been verified for the task.",English,NO,Hot Work
