report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
V3-0224,Unsafe Condition,Maintenance Workshop,lifting operation,"while preparing the work area, at the Maintenance Workshop, the site team was involved in lifting operation near the compressor bay. Before the task progressed, the team completed the pre-job safety discussion. The work area remained controlled. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-0633,Near Miss,Utility Section,grinding,"while preparing the work area, at the Utility Section, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with grinding near the electrical room. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Confined Space,Routine,No
V3-1358,Unsafe Act,Tank Farm,tank entry,"during a planned maintenance window, at the Tank Farm, a contractor was involved in tank entry near the elevated work platform. The worker or crew began work before the isolation status was fully verified. This created a situation involving possible release of stored energy. The crew stopped work and the control measures were reviewed.",English,YES,Energy exposure,Barrier ineffective,Hot Work,High,Yes
V3-1248,Near Miss,Drilling Site,tank entry,"during routine field activity, at the Drilling Site, a welding crew was involved in tank entry near the elevated work platform. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving loss of separation from operating machinery. The activity was paused and the affected equipment was secured.",English,YES,Energy exposure,Unexpected hazard identified,Hot Work,High,Yes
V3-1263,Unsafe Condition,Loading Terminal,vessel cleaning,"at the start of the work period, at the Loading Terminal, a maintenance technician was involved in vessel cleaning near the loading point. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving uncontrolled movement of a suspended load. The supervisor intervened before the task could continue.",English,YES,Energy exposure,Unexpected hazard identified,Line of Fire,High,Yes
V3-0549,Near Miss,Compressor Station 2,vehicle movement,"shortly after the crew arrived, at the Compressor Station 2, the maintenance group was involved in vehicle movement near the workshop. Before the task progressed, the team completed the pre-job safety discussion. The required safeguards were available. The activity continued under the planned controls.",English,NO,No credible precursor identified,Control verified,Hot Work,Low,No
V3-0229,Safety Observation,Refinery Area A,tank entry,"at the start of the work period, at the Refinery Area A, a contractor was involved in tank entry near the tank farm. Before the task progressed, the team reviewed the isolation status before starting. The access controls remained in place. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Control verified,Hot Work,Routine,No
V3-0745,Unsafe Act,Loading Terminal,compressor maintenance,"while preparing the work area, at the Loading Terminal, a field operator was involved in compressor maintenance near the electrical room. Before the task progressed, the team checked the condition of the equipment before use. The team stayed within the designated work area. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,No personnel exposure,Energy Isolation,Routine,No
V3-0268,Safety Observation,Pipeline Station 3,vessel cleaning,"during a planned maintenance window, at the Pipeline Station 3, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with vessel cleaning near the pipeline corridor. The affected item was outside the active work path. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-0846,Unsafe Act,Pipeline Station 3,vehicle movement,"during the morning shift, at the Pipeline Station 3, a welding crew was involved in vehicle movement near the workshop. The worker or crew started the task before the required control had been confirmed. This created a situation involving unexpected pressure in the process line. The operation was halted until the required protection was established.",English,YES,Barrier failure,Unsafe position observed,Hot Work,High,Yes
V3-0794,Unsafe Act,Drilling Site,grinding,"during the afternoon shift, at the Drilling Site, the inspection team was involved in grinding near the workshop. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving an unplanned change in the work environment. The crew stopped work and the control measures were reviewed.",English,YES,Unsafe positioning,Unexpected hazard identified,Line of Fire,High,Yes
V3-1154,Unsafe Act,Gas Processing Unit,grinding,"during a planned maintenance window, at the Gas Processing Unit, a welding crew was involved in grinding near the utility yard. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving movement of a vehicle through the work area. The team withdrew from the area and reassessed the work conditions.",English,YES,Energy exposure,Control not verified,Energy Isolation,High,Yes
V3-0692,Unsafe Condition,Refinery Area A,vessel cleaning,"during routine field activity, at the Refinery Area A, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with vessel cleaning near the compressor bay. The affected item was outside the active work path. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Line of Fire,Low,No
V3-0068,Unsafe Condition,Compressor Station 2,compressor maintenance,"before the evening shutdown, at the Compressor Station 2, a field operator was involved in compressor maintenance near the tank farm. Before the task progressed, the team confirmed communication with the control room. The work area remained controlled. No significant control breakdown was identified.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-0989,Unsafe Condition,Maintenance Workshop,vessel cleaning,"during a planned maintenance window, at the Maintenance Workshop, the electrical crew was involved in vessel cleaning near the pump area. The worker or crew began work before the isolation status was fully verified. This created a situation involving an active energy source that had not been fully controlled. Work was suspended until the missing control was restored.",English,YES,Control failure,Unsafe position observed,Hot Work,High,Yes
V3-0117,Unsafe Act,Production Area B,pipeline repair,"during the afternoon shift, at the Production Area B, a field operator was involved in pipeline repair near the maintenance area. Before the task progressed, the team confirmed that the access route was clear. The planned precautions were maintained. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Routine,No
V3-0558,Unsafe Act,Production Area B,electrical maintenance,"while preparing the work area, at the Production Area B, the inspection team was involved in electrical maintenance near the electrical room. Before the task progressed, the team checked the condition of the lifting equipment. The equipment was within the approved operating condition. No hazardous deviation was observed.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Routine,No
V3-1234,Unsafe Condition,Drilling Site,tank entry,"shortly after the crew arrived, at the Drilling Site, a field operator was involved in tank entry near the utility yard. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving unexpected movement of equipment. The team withdrew from the area and reassessed the work conditions.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Energy Isolation,High,Yes
V3-0298,Unsafe Condition,Utility Section,lifting operation,"during routine field activity, at the Utility Section, a field operator was involved in lifting operation near the utility yard. Before the task progressed, the team checked the condition of the equipment before use. The planned precautions were maintained. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Routine,No
V3-1266,Unsafe Act,Loading Terminal,crane operation,"during the morning shift, at the Loading Terminal, the site team was involved in crane operation near the pump area. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving an unplanned change in the work environment. The crew stopped work and the control measures were reviewed.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Line of Fire,High,Yes
V3-0048,Unsafe Act,Utility Section,tank entry,"while preparing the work area, at the Utility Section, A warning sign had shifted from its original position and was restored before work started. The observation was associated with tank entry near the valve station. The issue had no impact on the work boundary. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-0705,Unsafe Act,Production Area B,electrical maintenance,"during the morning shift, at the Production Area B, A warning sign had shifted from its original position and was restored before work started. The observation was associated with electrical maintenance near the tank farm. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-0265,Near Miss,Production Area B,crane operation,"during routine field activity, at the Production Area B, a field operator was involved in crane operation near the compressor bay. Before the task progressed, the team reviewed the work instructions before starting. The planned precautions were maintained. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-0875,Unsafe Condition,Refinery Area A,tank entry,"before the evening shutdown, at the Refinery Area A, the electrical crew was involved in tank entry near the pipeline corridor. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving loss of separation from operating machinery. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Barrier ineffective,Energy Isolation,High,Yes
V3-0455,Safety Observation,Compressor Station 2,compressor maintenance,"at the start of the work period, at the Compressor Station 2, the electrical crew was involved in compressor maintenance near the electrical room. Before the task progressed, the team reviewed the work instructions before starting. The equipment was within the approved operating condition. The activity continued under the planned controls.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Routine,No
V3-0435,Safety Observation,Maintenance Workshop,vessel cleaning,"during a planned maintenance window, at the Maintenance Workshop, the inspection team was involved in vessel cleaning near the pipeline corridor. Before the task progressed, the team confirmed communication with the control room. The required separation was maintained. No hazardous deviation was observed.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-0606,Safety Observation,Loading Terminal,lifting operation,"during routine field activity, at the Loading Terminal, a field operator was involved in lifting operation near the pipeline corridor. Before the task progressed, the team confirmed the work boundary with the supervisor. The team stayed within the designated work area. No hazardous deviation was observed.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Routine,No
V3-0636,Safety Observation,Tank Farm,tank entry,"before the evening shutdown, at the Tank Farm, a maintenance technician was involved in tank entry near the loading point. Before the task progressed, the team inspected the surrounding area before beginning. The required safeguards were available. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-0680,Near Miss,Production Area B,vehicle movement,"at the start of the work period, at the Production Area B, the site team was involved in vehicle movement near the maintenance area. Before the task progressed, the team reviewed the isolation status before starting. The required separation was maintained. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Routine,No
V3-1073,Near Miss,Drilling Site,vessel cleaning,"while preparing the work area, at the Drilling Site, the lifting team was involved in vessel cleaning near the tank farm. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving an active energy source that had not been fully controlled. The team withdrew from the area and reassessed the work conditions.",English,YES,Energy exposure,Unexpected hazard identified,Hot Work,High,Yes
V3-0744,Near Miss,Pipeline Station 3,electrical maintenance,"during a planned maintenance window, at the Pipeline Station 3, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with electrical maintenance near the process line. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Low,No
V3-0417,Unsafe Act,Maintenance Workshop,lifting operation,"during routine field activity, at the Maintenance Workshop, the maintenance group was involved in lifting operation near the workshop. Before the task progressed, the team verified the required authorization. The equipment was within the approved operating condition. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Low,No
V3-0203,Unsafe Condition,Refinery Area A,compressor maintenance,"during the morning shift, at the Refinery Area A, the site team was involved in compressor maintenance near the elevated work platform. Before the task progressed, the team confirmed the work boundary with the supervisor. The approved sequence was followed. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Low,No
V3-0732,Unsafe Act,Production Area B,electrical maintenance,"during routine field activity, at the Production Area B, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with electrical maintenance near the workshop. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Energy Isolation,Low,No
V3-0118,Unsafe Act,Tank Farm,lifting operation,"at the start of the work period, at the Tank Farm, a maintenance technician was involved in lifting operation near the process line. Before the task progressed, the team completed the pre-job safety discussion. The required separation was maintained. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-0317,Unsafe Act,Refinery Area A,grinding,"at the start of the work period, at the Refinery Area A, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with grinding near the electrical room. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Line of Fire,Low,No
V3-0071,Safety Observation,Utility Section,compressor maintenance,"shortly after the crew arrived, at the Utility Section, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with compressor maintenance near the storage area. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Routine,No
V3-0320,Safety Observation,Tank Farm,crane operation,"before the evening shutdown, at the Tank Farm, the lifting team was involved in crane operation near the storage area. Before the task progressed, the team verified the required authorization. The required safeguards were available. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Routine,No
V3-0379,Near Miss,Production Area B,grinding,"before the evening shutdown, at the Production Area B, the inspection team was involved in grinding near the production unit. Before the task progressed, the team confirmed communication with the control room. The work authorization was valid. No hazardous deviation was observed.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-0021,Unsafe Act,Maintenance Workshop,electrical maintenance,"shortly after the crew arrived, at the Maintenance Workshop, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with electrical maintenance near the utility yard. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Hot Work,Low,No
V3-0470,Unsafe Condition,Tank Farm,vessel cleaning,"during routine field activity, at the Tank Farm, the maintenance group was involved in vessel cleaning near the equipment bay. Before the task progressed, the team confirmed communication with the control room. The work area remained controlled. No significant control breakdown was identified.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-0210,Safety Observation,Refinery Area A,lifting operation,"during a planned maintenance window, at the Refinery Area A, a contractor was involved in lifting operation near the tank farm. Before the task progressed, the team completed the pre-job safety discussion. The team stayed within the designated work area. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-1291,Near Miss,Drilling Site,crane operation,"during a planned maintenance window, at the Drilling Site, a vehicle operator was involved in crane operation near the maintenance area. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving exposure to an energized component. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Energy exposure,Unexpected hazard identified,Hot Work,High,Yes
V3-0576,Unsafe Act,Tank Farm,compressor maintenance,"during a planned maintenance window, at the Tank Farm, the lifting team was involved in compressor maintenance near the maintenance area. Before the task progressed, the team confirmed communication with the control room. The planned precautions were maintained. The activity continued under the planned controls.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Routine,No
V3-1122,Near Miss,Pipeline Station 3,crane operation,"while preparing the work area, at the Pipeline Station 3, the lifting team was involved in crane operation near the electrical room. The worker or crew began work before the isolation status was fully verified. This created a situation involving possible release of stored energy. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Barrier ineffective,Confined Space,High,Yes
V3-0090,Unsafe Condition,Pipeline Station 3,pipeline repair,"during a planned maintenance window, at the Pipeline Station 3, a field operator was involved in pipeline repair near the production unit. Before the task progressed, the team confirmed communication with the control room. The planned precautions were maintained. No hazardous deviation was observed.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Low,No
V3-1196,Unsafe Condition,Maintenance Workshop,welding,"during routine field activity, at the Maintenance Workshop, the inspection team was involved in welding near the production unit. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving an active energy source that had not been fully controlled. The area was isolated while the condition was investigated.",English,YES,Control failure,Unexpected hazard identified,Confined Space,High,Yes
V3-0273,Near Miss,Maintenance Workshop,lifting operation,"during a planned maintenance window, at the Maintenance Workshop, the site team was involved in lifting operation near the tank farm. Before the task progressed, the team confirmed that the access route was clear. The team stayed within the designated work area. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-1353,Unsafe Act,Compressor Station 2,electrical maintenance,"during the afternoon shift, at the Compressor Station 2, the maintenance group was involved in electrical maintenance near the pipeline corridor. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving an unplanned change in the work environment. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Line of Fire,High,Yes
V3-0621,Near Miss,Loading Terminal,vehicle movement,"at the start of the work period, at the Loading Terminal, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with vehicle movement near the utility yard. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Low,No
V3-1057,Near Miss,Pipeline Station 3,tank entry,"shortly after the crew arrived, at the Pipeline Station 3, a welding crew was involved in tank entry near the valve station. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving movement of a vehicle through the work area. Work was suspended until the missing control was restored.",English,YES,Energy exposure,Unsafe position observed,Confined Space,High,Yes
V3-0183,Unsafe Condition,Compressor Station 2,compressor maintenance,"during the afternoon shift, at the Compressor Station 2, the electrical crew was involved in compressor maintenance near the pipeline corridor. Before the task progressed, the team confirmed the work boundary with the supervisor. The work authorization was valid. No hazardous deviation was observed.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Low,No
V3-0769,Unsafe Condition,Drilling Site,lifting operation,"during the afternoon shift, at the Drilling Site, a vehicle operator was involved in lifting operation near the tank farm. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving an active energy source that had not been fully controlled. The supervisor intervened before the task could continue.",English,YES,Control failure,Unexpected hazard identified,Hot Work,High,Yes
V3-1123,Unsafe Act,Compressor Station 2,grinding,"at the start of the work period, at the Compressor Station 2, a welding crew was involved in grinding near the storage area. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving an unplanned change in the work environment. The activity was paused and the affected equipment was secured.",English,YES,Control failure,Unexpected hazard identified,Hot Work,High,Yes
V3-0509,Safety Observation,Gas Processing Unit,electrical maintenance,"shortly after the crew arrived, at the Gas Processing Unit, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with electrical maintenance near the valve station. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Low,No
V3-0023,Unsafe Act,Drilling Site,tank entry,"while preparing the work area, at the Drilling Site, the inspection team was involved in tank entry near the process line. Before the task progressed, the team completed the pre-job safety discussion. The required safeguards were available. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Low,No
V3-1063,Unsafe Condition,Refinery Area A,grinding,"shortly after the crew arrived, at the Refinery Area A, the maintenance group was involved in grinding near the production unit. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving unexpected pressure in the process line. The supervisor intervened before the task could continue.",English,YES,Control failure,Unexpected hazard identified,Line of Fire,High,Yes
V3-1120,Unsafe Act,Loading Terminal,lifting operation,"during the morning shift, at the Loading Terminal, the inspection team was involved in lifting operation near the workshop. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving an active energy source that had not been fully controlled. The crew stopped work and the control measures were reviewed.",English,YES,Unsafe positioning,Personnel exposed to hazard,Energy Isolation,High,Yes
V3-1432,Unsafe Condition,Gas Processing Unit,compressor maintenance,"during routine field activity, at the Gas Processing Unit, the electrical crew was involved in compressor maintenance near the maintenance area. The worker or crew began work before the isolation status was fully verified. This created a situation involving uncontrolled movement of a suspended load. The team withdrew from the area and reassessed the work conditions.",English,YES,Control failure,Personnel exposed to hazard,Hot Work,High,Yes
V3-0354,Unsafe Condition,Loading Terminal,tank entry,"during a planned maintenance window, at the Loading Terminal, A warning sign had shifted from its original position and was restored before work started. The observation was associated with tank entry near the equipment bay. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-0548,Safety Observation,Gas Processing Unit,electrical maintenance,"during routine field activity, at the Gas Processing Unit, a vehicle operator was involved in electrical maintenance near the equipment bay. Before the task progressed, the team reviewed the isolation status before starting. The approved sequence was followed. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Work area controlled,Confined Space,Routine,No
V3-1289,Unsafe Condition,Gas Processing Unit,electrical maintenance,"at the start of the work period, at the Gas Processing Unit, a vehicle operator was involved in electrical maintenance near the pump area. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving temporary loss of a protective barrier. The team withdrew from the area and reassessed the work conditions.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Confined Space,High,Yes
V3-1364,Unsafe Condition,Pipeline Station 3,grinding,"during the morning shift, at the Pipeline Station 3, the lifting team was involved in grinding near the workshop. The worker or crew started the task before the required control had been confirmed. This created a situation involving unexpected pressure in the process line. The operation was halted until the required protection was established.",English,YES,Energy exposure,Personnel exposed to hazard,Energy Isolation,Critical,Yes
V3-0420,Near Miss,Utility Section,lifting operation,"at the start of the work period, at the Utility Section, the lifting team was involved in lifting operation near the pump area. Before the task progressed, the team checked the condition of the equipment before use. The required separation was maintained. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,Work area controlled,Confined Space,Routine,No
V3-0086,Unsafe Condition,Gas Processing Unit,vessel cleaning,"while preparing the work area, at the Gas Processing Unit, the electrical crew was involved in vessel cleaning near the tank farm. Before the task progressed, the team confirmed that the access route was clear. The work area remained controlled. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Routine,No
V3-0370,Unsafe Act,Pipeline Station 3,lifting operation,"during routine field activity, at the Pipeline Station 3, the lifting team was involved in lifting operation near the equipment bay. Before the task progressed, the team checked the condition of the lifting equipment. The approved sequence was followed. No significant control breakdown was identified.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-1294,Unsafe Condition,Loading Terminal,compressor maintenance,"shortly after the crew arrived, at the Loading Terminal, the maintenance group was involved in compressor maintenance near the maintenance area. The worker or crew began work before the isolation status was fully verified. This created a situation involving temporary loss of a protective barrier. The area was isolated while the condition was investigated.",English,YES,Barrier failure,Control not verified,Line of Fire,Critical,Yes
V3-0419,Unsafe Act,Production Area B,pipeline repair,"at the start of the work period, at the Production Area B, a maintenance technician was involved in pipeline repair near the electrical room. Before the task progressed, the team checked the condition of the equipment before use. The work authorization was valid. No hazardous deviation was observed.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-0402,Safety Observation,Pipeline Station 3,lifting operation,"at the start of the work period, at the Pipeline Station 3, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with lifting operation near the storage area. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-0734,Unsafe Act,Drilling Site,crane operation,"during routine field activity, at the Drilling Site, a welding crew was involved in crane operation near the utility yard. Before the task progressed, the team reviewed the work instructions before starting. The required safeguards were available. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,Precaution confirmed,Energy Isolation,Routine,No
V3-1020,Near Miss,Tank Farm,vehicle movement,"during the afternoon shift, at the Tank Farm, the lifting team was involved in vehicle movement near the workshop. The worker or crew began work before the isolation status was fully verified. This created a situation involving an active energy source that had not been fully controlled. The area was isolated while the condition was investigated.",English,YES,Uncontrolled hazard,Control not verified,Line of Fire,Critical,Yes
V3-0230,Near Miss,Pipeline Station 3,vehicle movement,"while preparing the work area, at the Pipeline Station 3, the maintenance group was involved in vehicle movement near the storage area. Before the task progressed, the team confirmed communication with the control room. The approved sequence was followed. No significant control breakdown was identified.",English,NO,No credible precursor identified,No personnel exposure,Energy Isolation,Routine,No
V3-1058,Unsafe Act,Maintenance Workshop,pipeline repair,"during routine field activity, at the Maintenance Workshop, the maintenance group was involved in pipeline repair near the tank farm. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving temporary loss of a protective barrier. Work was suspended until the missing control was restored.",English,YES,Unsafe positioning,Control not verified,Confined Space,High,Yes
V3-0790,Unsafe Act,Refinery Area A,crane operation,"during a planned maintenance window, at the Refinery Area A, the maintenance group was involved in crane operation near the maintenance area. The worker or crew started the task before the required control had been confirmed. This created a situation involving loss of separation from operating machinery. The area was isolated while the condition was investigated.",English,YES,Control failure,Control not verified,Hot Work,Critical,Yes
V3-0708,Near Miss,Production Area B,vehicle movement,"during the afternoon shift, at the Production Area B, the lifting team was involved in vehicle movement near the loading point. Before the task progressed, the team completed the pre-job safety discussion. The required safeguards were available. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Low,No
V3-1240,Unsafe Condition,Compressor Station 2,grinding,"at the start of the work period, at the Compressor Station 2, a field operator was involved in grinding near the valve station. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving unexpected pressure in the process line. The supervisor intervened before the task could continue.",English,YES,Energy exposure,Barrier ineffective,Confined Space,Critical,Yes
V3-0250,Safety Observation,Drilling Site,grinding,"during a planned maintenance window, at the Drilling Site, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with grinding near the storage area. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Line of Fire,Low,No
V3-0365,Unsafe Condition,Drilling Site,welding,"while preparing the work area, at the Drilling Site, The team noticed a damaged label on equipment and replaced it before continuing. The observation was associated with welding near the pipeline corridor. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-1384,Unsafe Condition,Drilling Site,electrical maintenance,"while preparing the work area, at the Drilling Site, a vehicle operator was involved in electrical maintenance near the workshop. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving loss of separation from operating machinery. The supervisor intervened before the task could continue.",English,YES,Barrier failure,Control not verified,Confined Space,High,Yes
V3-0271,Unsafe Condition,Maintenance Workshop,lifting operation,"shortly after the crew arrived, at the Maintenance Workshop, a vehicle operator was involved in lifting operation near the equipment bay. Before the task progressed, the team confirmed that the access route was clear. The team stayed within the designated work area. No significant control breakdown was identified.",English,NO,No credible precursor identified,Procedure followed,Line of Fire,Low,No
V3-0312,Unsafe Condition,Loading Terminal,vehicle movement,"during the afternoon shift, at the Loading Terminal, the maintenance group was involved in vehicle movement near the valve station. Before the task progressed, the team checked the condition of the lifting equipment. The required separation was maintained. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-1094,Unsafe Condition,Production Area B,grinding,"before the evening shutdown, at the Production Area B, a contractor was involved in grinding near the elevated work platform. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving movement of a vehicle through the work area. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Barrier failure,Personnel exposed to hazard,Energy Isolation,High,Yes
V3-0515,Safety Observation,Drilling Site,electrical maintenance,"during the afternoon shift, at the Drilling Site, The team noticed a damaged label on equipment and replaced it before continuing. The observation was associated with electrical maintenance near the storage area. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-1044,Unsafe Act,Tank Farm,lifting operation,"at the start of the work period, at the Tank Farm, a maintenance technician was involved in lifting operation near the production unit. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving loss of separation from operating machinery. The crew stopped work and the control measures were reviewed.",English,YES,Control failure,Unsafe position observed,Confined Space,Critical,Yes
V3-0580,Safety Observation,Production Area B,welding,"at the start of the work period, at the Production Area B, The crew found minor surface damage on a non-critical component during inspection and reported it for maintenance. The observation was associated with welding near the elevated work platform. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Low,No
V3-0501,Near Miss,Production Area B,vessel cleaning,"during the morning shift, at the Production Area B, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with vessel cleaning near the equipment bay. The issue had no impact on the work boundary. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Routine,No
V3-0189,Unsafe Condition,Tank Farm,compressor maintenance,"during a planned maintenance window, at the Tank Farm, a field operator was involved in compressor maintenance near the loading point. Before the task progressed, the team completed the pre-job safety discussion. The team stayed within the designated work area. No significant control breakdown was identified.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Low,No
V3-1137,Unsafe Condition,Production Area B,vessel cleaning,"during the afternoon shift, at the Production Area B, the lifting team was involved in vessel cleaning near the compressor bay. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving movement of a vehicle through the work area. The team withdrew from the area and reassessed the work conditions.",English,YES,Uncontrolled hazard,Barrier ineffective,Hot Work,High,Yes
