report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0758,Unsafe Act,Site B,Grinding,"During inspection of Grinding, personnel were found within a hazardous exposure zone without adequate Hot Work protection. Immediate correction was required.",English,YES,Energy exposure,Permit/control verification incomplete,Hot Work,Critical,Required
SIF-0759,Unsafe Act,Site A,Tank Entry,"During Tank Entry, the supervisor verified the relevant Confined Space control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Confined Space,Low,Not required
SIF-0760,Incident,Site A,Vessel Cleaning,The team was preparing for Vessel Cleaning while the Confined Space control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Unsafe positioning,Near-miss with serious consequence potential,Confined Space,Critical,Required
SIF-0761,Unsafe Condition,Site A,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0762,Incident,Site E,Vehicle Movement,An unsafe act occurred during Vehicle Movement; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0763,Incident,Site B,Electrical Maintenance,"During Electrical Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Normal,Not required
SIF-0764,Incident,Site C,Welding Near Hydrocarbon Equipment,"During inspection of Welding Near Hydrocarbon Equipment, personnel were found within a hazardous exposure zone without adequate Hot Work protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Barrier failure identified,Hot Work,Critical,Required
SIF-0765,Unsafe Condition,Site F,Electrical Maintenance,A planned Electrical Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0766,Unsafe Condition,Site D,Tank Entry,"During Tank Entry, the required Confined Space control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Energy exposure,Personnel exposed to high-energy hazard,Confined Space,Critical,Required
SIF-0767,Unsafe Act,Site E,Vessel Cleaning,"During Vessel Cleaning, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Low,Not required
SIF-0768,Incident,Site B,Pipeline Repair,A barrier failure was identified during Pipeline Repair. The missing or ineffective Energy Isolation control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Required control was missing or not verified,Energy Isolation,High,Required
SIF-0769,Unsafe Act,Site C,Tank Entry,"During Tank Entry, the supervisor verified the relevant Confined Space control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Normal,Not required
SIF-0770,Near-Miss,Site E,Electrical Maintenance,Worker started Electrical Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0771,Near-Miss,Site B,Compressor Maintenance,"During Compressor Maintenance, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Low,Not required
SIF-0772,Unsafe Act,Site B,Crane Operation,An unsafe act occurred during Crane Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Barrier failure,Personnel exposed to high-energy hazard,Line of Fire,High,Required
SIF-0773,Incident,Site C,Pipeline Repair,A routine inspection of Pipeline Repair found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0774,Unsafe Condition,Site E,Electrical Maintenance,Worker started Electrical Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0775,Near-Miss,Site C,Vessel Cleaning,A routine inspection of Vessel Cleaning found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Low,Not required
SIF-0776,Incident,Site B,Crane Operation,A barrier failure was identified during Crane Operation. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Permit/control verification incomplete,Line of Fire,High,Required
SIF-0777,Unsafe Act,Site D,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Required controls verified,Hot Work,Normal,Not required
SIF-0778,Near-Miss,Site A,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Unsafe positioning,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0779,Unsafe Condition,Site D,Crane Operation,A planned Crane Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Normal,Not required
SIF-0780,Unsafe Act,Site E,Grinding,The report describes a near-miss in Grinding involving inadequate Hot Work controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Required control was missing or not verified,Hot Work,Critical,Required
SIF-0781,Unsafe Condition,Site F,Electrical Maintenance,The report records a normal safety observation during Electrical Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0782,Near-Miss,Site D,Lifting Operation,Worker started Lifting Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Barrier failure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0783,Incident,Site A,Vehicle Movement,The report records a normal safety observation during Vehicle Movement. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0784,Unsafe Condition,Site E,Pipeline Repair,The report describes a near-miss in Pipeline Repair involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Barrier failure,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0785,Unsafe Condition,Site C,Crane Operation,The report records a normal safety observation during Crane Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Low,Not required
SIF-0786,Unsafe Condition,Site F,Grinding,The team was preparing for Grinding while the Hot Work control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Near-miss with serious consequence potential,Hot Work,High,Required
SIF-0787,Unsafe Condition,Site B,Tank Entry,A planned Tank Entry task was completed with appropriate supervision and documented Confined Space controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Approved procedure followed,Confined Space,Normal,Not required
SIF-0788,Unsafe Act,Site A,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the required Hot Work control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Hot Work,Critical,Required
SIF-0789,Unsafe Act,Site E,Compressor Maintenance,A planned Compressor Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Normal,Not required
SIF-0790,Incident,Site C,Crane Operation,"During inspection of Crane Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Incomplete permit/control,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0791,Unsafe Condition,Site D,Vehicle Movement,A planned Vehicle Movement task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Low,Not required
SIF-0792,Incident,Site E,Compressor Maintenance,The report describes a near-miss in Compressor Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Energy Isolation,High,Required
SIF-0793,Unsafe Condition,Site D,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
SIF-0794,Unsafe Act,Site F,Lifting Operation,Worker started Lifting Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0795,Near-Miss,Site A,Crane Operation,A routine inspection of Crane Operation found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
SIF-0796,Near-Miss,Site E,Welding Near Hydrocarbon Equipment,The team was preparing for Welding Near Hydrocarbon Equipment while the Hot Work control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Incomplete permit/control,Barrier failure identified,Hot Work,Critical,Required
SIF-0797,Unsafe Condition,Site C,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Low,Not required
SIF-0798,Near-Miss,Site F,Electrical Maintenance,An unsafe act occurred during Electrical Maintenance; the crew proceeded before confirming Energy Isolation controls. The event had serious-injury potential despite no major consequence.,English,YES,Unsafe positioning,Unsafe positioning or uncontrolled exposure,Energy Isolation,Critical,Required
SIF-0799,Unsafe Condition,Site E,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Low,Not required
SIF-0800,Near-Miss,Site F,Pipeline Repair,The team was preparing for Pipeline Repair while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Unsafe positioning,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0801,Unsafe Condition,Site B,Tank Entry,"The crew completed Tank Entry after confirming permits, barriers, and Confined Space requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Low,Not required
SIF-0802,Unsafe Condition,Site D,Electrical Maintenance,An unsafe act occurred during Electrical Maintenance; the crew proceeded before confirming Energy Isolation controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Energy Isolation,Critical,Required
SIF-0803,Unsafe Act,Site E,Vessel Cleaning,"The crew completed Vessel Cleaning after confirming permits, barriers, and Confined Space requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Low,Not required
SIF-0804,Near-Miss,Site B,Compressor Maintenance,The report describes a near-miss in Compressor Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Unsafe positioning,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0805,Near-Miss,Site C,Lifting Operation,A routine inspection of Lifting Operation found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
SIF-0806,Incident,Site A,Lifting Operation,"During Lifting Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Incomplete permit/control,Barrier failure identified,Line of Fire,High,Required
SIF-0807,Unsafe Condition,Site F,Crane Operation,A planned Crane Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Normal,Not required
SIF-0808,Incident,Site F,Lifting Operation,The report describes a near-miss in Lifting Operation involving inadequate Line of Fire controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0809,Unsafe Condition,Site D,Vehicle Movement,A planned Vehicle Movement task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Normal,Not required
SIF-0810,Incident,Site F,Electrical Maintenance,"During Electrical Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Energy exposure,Required control was missing or not verified,Energy Isolation,High,Required
SIF-0811,Near-Miss,Site C,Tank Entry,The report records a normal safety observation during Tank Entry. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Normal,Not required
SIF-0812,Incident,Site F,Crane Operation,"During inspection of Crane Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Line of Fire,Critical,Required
SIF-0813,Incident,Site E,Crane Operation,"The crew completed Crane Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Low,Not required
SIF-0814,Unsafe Condition,Site B,Compressor Maintenance,"During inspection of Compressor Maintenance, personnel were found within a hazardous exposure zone without adequate Energy Isolation protection. Immediate correction was required.",English,YES,Barrier failure,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0815,Unsafe Act,Site D,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Required controls verified,Hot Work,Normal,Not required
SIF-0816,Unsafe Act,Site A,Vessel Cleaning,A barrier failure was identified during Vessel Cleaning. The missing or ineffective Confined Space control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Permit/control verification incomplete,Confined Space,High,Required
SIF-0817,Unsafe Condition,Site E,Vehicle Movement,Routine Vehicle Movement was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0818,Unsafe Condition,Site B,Vehicle Movement,"During inspection of Vehicle Movement, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Barrier failure,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0819,Unsafe Act,Site B,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Normal,Not required
SIF-0820,Incident,Site D,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Barrier failure,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0821,Incident,Site B,Vessel Cleaning,The report records a normal safety observation during Vessel Cleaning. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Normal,Not required
SIF-0822,Near-Miss,Site F,Vessel Cleaning,An unsafe act occurred during Vessel Cleaning; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Control failure,Unsafe positioning or uncontrolled exposure,Confined Space,High,Required
SIF-0823,Near-Miss,Site C,Grinding,"The crew completed Grinding after confirming permits, barriers, and Hot Work requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Personnel maintained safe position,Hot Work,Low,Not required
SIF-0824,Unsafe Act,Site A,Vehicle Movement,A near-miss was observed during Vehicle Movement when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Unsafe positioning,Barrier failure identified,Line of Fire,Critical,Required
SIF-0825,Incident,Site A,Vessel Cleaning,A planned Vessel Cleaning task was completed with appropriate supervision and documented Confined Space controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Normal,Not required
SIF-0826,Near-Miss,Site D,Compressor Maintenance,The team was preparing for Compressor Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Barrier failure,Required control was missing or not verified,Energy Isolation,Critical,Required
SIF-0827,Incident,Site E,Electrical Maintenance,"The crew completed Electrical Maintenance after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Low,Not required
SIF-0828,Unsafe Condition,Site D,Electrical Maintenance,"During inspection of Electrical Maintenance, personnel were found within a hazardous exposure zone without adequate Energy Isolation protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Required control was missing or not verified,Energy Isolation,Critical,Required
SIF-0829,Near-Miss,Site E,Tank Entry,A routine inspection of Tank Entry found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Normal,Not required
SIF-0830,Unsafe Act,Site B,Electrical Maintenance,A near-miss was observed during Electrical Maintenance when Energy Isolation precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0831,Incident,Site E,Grinding,A routine inspection of Grinding found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Normal,Not required
SIF-0832,Unsafe Act,Site C,Tank Entry,A near-miss was observed during Tank Entry when Confined Space precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Barrier failure,Required control was missing or not verified,Confined Space,High,Required
SIF-0833,Near-Miss,Site C,Pipeline Repair,"During Pipeline Repair, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0834,Unsafe Act,Site B,Compressor Maintenance,A near-miss was observed during Compressor Maintenance when Energy Isolation precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Barrier failure,Required control was missing or not verified,Energy Isolation,Critical,Required
SIF-0835,Near-Miss,Site D,Lifting Operation,A planned Lifting Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0836,Unsafe Act,Site F,Grinding,An unsafe act occurred during Grinding; the crew proceeded before confirming Hot Work controls. The event had serious-injury potential despite no major consequence.,English,YES,Control failure,Required control was missing or not verified,Hot Work,High,Required
SIF-0837,Unsafe Act,Site D,Vehicle Movement,"During Vehicle Movement, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Low,Not required
SIF-0838,Incident,Site C,Tank Entry,Worker started Tank Entry without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Required control was missing or not verified,Confined Space,High,Required
SIF-0839,Unsafe Act,Site B,Grinding,"During Grinding, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0840,Unsafe Condition,Site F,Vessel Cleaning,The report describes a near-miss in Vessel Cleaning involving inadequate Confined Space controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0841,Unsafe Act,Site F,Welding Near Hydrocarbon Equipment,The report records a normal safety observation during Welding Near Hydrocarbon Equipment. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Low,Not required
SIF-0842,Near-Miss,Site D,Vehicle Movement,The team was preparing for Vehicle Movement while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Uncontrolled hazard,Barrier failure identified,Line of Fire,High,Required
SIF-0843,Unsafe Condition,Site A,Tank Entry,The report records a normal safety observation during Tank Entry. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Normal,Not required
SIF-0844,Near-Miss,Site B,Compressor Maintenance,"During Compressor Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Control failure,Unsafe positioning or uncontrolled exposure,Energy Isolation,High,Required
SIF-0845,Incident,Site E,Compressor Maintenance,The report records a normal safety observation during Compressor Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Low,Not required
SIF-0846,Unsafe Condition,Site A,Lifting Operation,A near-miss was observed during Lifting Operation when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0847,Unsafe Act,Site C,Crane Operation,Routine Crane Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0848,Unsafe Condition,Site A,Vessel Cleaning,The report describes a near-miss in Vessel Cleaning involving inadequate Confined Space controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Confined Space,Critical,Required
SIF-0849,Unsafe Condition,Site D,Lifting Operation,Routine Lifting Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0850,Unsafe Condition,Site F,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0851,Near-Miss,Site E,Grinding,"During Grinding, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Normal,Not required
SIF-0852,Unsafe Condition,Site E,Tank Entry,An unsafe act occurred during Tank Entry; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Barrier failure identified,Confined Space,Critical,Required
SIF-0853,Unsafe Condition,Site E,Crane Operation,Routine Crane Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Low,Not required
SIF-0854,Near-Miss,Site C,Grinding,An unsafe act occurred during Grinding; the crew proceeded before confirming Hot Work controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Hot Work,High,Required
SIF-0855,Unsafe Condition,Site D,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Confined Space,Normal,Not required
SIF-0856,Near-Miss,Site B,Crane Operation,"During Crane Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0857,Incident,Site F,Vessel Cleaning,A planned Vessel Cleaning task was completed with appropriate supervision and documented Confined Space controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Confined Space,Low,Not required
SIF-0858,Near-Miss,Site C,Crane Operation,A barrier failure was identified during Crane Operation. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0859,Unsafe Act,Site E,Pipeline Repair,Routine Pipeline Repair was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Low,Not required
SIF-0860,Unsafe Act,Site B,Compressor Maintenance,The report describes a near-miss in Compressor Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0861,Incident,Site F,Crane Operation,The report records a normal safety observation during Crane Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0862,Unsafe Condition,Site C,Compressor Maintenance,"During Compressor Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Uncontrolled hazard,Required control was missing or not verified,Energy Isolation,High,Required
SIF-0863,Incident,Site A,Grinding,A planned Grinding task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Low,Not required
SIF-0864,Incident,Site E,Lifting Operation,An unsafe act occurred during Lifting Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0865,Unsafe Act,Site E,Vehicle Movement,The report records a normal safety observation during Vehicle Movement. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
SIF-0866,Unsafe Act,Site B,Pipeline Repair,"During Pipeline Repair, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0867,Unsafe Condition,Site B,Electrical Maintenance,"During Electrical Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0868,Unsafe Condition,Site F,Crane Operation,A barrier failure was identified during Crane Operation. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Uncontrolled hazard,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0869,Incident,Site C,Crane Operation,The report records a normal safety observation during Crane Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0870,Unsafe Condition,Site B,Pipeline Repair,A barrier failure was identified during Pipeline Repair. The missing or ineffective Energy Isolation control left workers exposed to a high-consequence hazard.,English,YES,Uncontrolled hazard,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0871,Incident,Site E,Welding Near Hydrocarbon Equipment,A routine inspection of Welding Near Hydrocarbon Equipment found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Personnel maintained safe position,Hot Work,Normal,Not required
SIF-0872,Incident,Site D,Lifting Operation,An unsafe act occurred during Lifting Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Line of Fire,High,Required
SIF-0873,Incident,Site B,Vessel Cleaning,A planned Vessel Cleaning task was completed with appropriate supervision and documented Confined Space controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Confined Space,Normal,Not required
SIF-0874,Incident,Site D,Lifting Operation,A barrier failure was identified during Lifting Operation. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Required control was missing or not verified,Line of Fire,High,Required
SIF-0875,Unsafe Condition,Site A,Crane Operation,A routine inspection of Crane Operation found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
